komentar,timestamp,platform,sentimen,clean
 @PahmyRenjang_29  gak ah.. gw ajha make dana dr th 2021 smpe skrg aman2 ajha smpat fakum slm 2 th dgn mehapus aplikasi nya meninggalkan saldo 18000  pas di cek lagi mau pake saldo ttp utuh,2 bulan yang lalu,youtube,netral,gak ah gw ajha make dana dr th smpe skrg aman ajha smpat fakum slm th dgn mehapus aplikasi nya meninggalkan saldo pas cek lagi mau pake saldo ttp utuh
betul klo ada potongan pasti anda ada tagihan tertentu yg belom di byar kan,2 minggu yang lalu,youtube,netral,betul klo ada potongan pasti anda ada tagihan tertentu yg belom byar kan
gk di awasi ojk,5 bulan yang lalu,youtube,netral,gk awasi ojk
Ewallet tidak dijamin LPS Dan tidak diawasi OJK. hanya izin BI & kondigi saja,4 bulan yang lalu,youtube,netral,ewallet tidak dijamin lps tidak diawasi ojk hanya izin bi kondigi saja
Mksh bang infonya,7 bulan yang lalu,youtube,netral,mksh bang infonya
Seabank sy kebobol 18jt. Transfer ke alamat g d kenal . G ada notif otp & hp selalu d samping jam & tanggal itu. Gmn ya kk?,7 bulan yang lalu,youtube,netral,seabank sy kebobol jt transfer alamat g d kenal g ada notif otp hp selalu d samping jam tanggal gmn ya kk
bang atasi kendala transaksi ngirim ke apk dana di riwayatnya masuk tapi di no tujuan gamasuk uda 7 hati saldo blom balik,8 bulan yang lalu,youtube,netral,bang atasi kendala transaksi ngirim apk dana riwayatnya masuk tapi no tujuan gamasuk uda hati saldo blom balik
"Saya juga mau simpan uang di seabank kira kira aman gak ya,pernah dina dana nominal kecil aman pas nominal gede malah ada langganan lumayan ilang nya gede ,kalo seabang saya baru bikin belum terkait sama yang lain",8 bulan yang lalu,youtube,positif,mau simpan uang seabank kira kira aman gak yapernah dina dana nominal kecil aman pas nominal gede malah ada langganan lumayan ilang nya gede kalo seabang baru bikin belum terkait sama lain
Bang aku baru download mau tanya kalau misal bayar pakai QR dana atau QR lain yang biasanya ada di tempat usaha seperti warung bisa gak?,8 bulan yang lalu,youtube,netral,bang baru download mau tanya kalau misal bayar pakai qr dana qr lain biasanya ada tempat usaha seperti warung bisa gak
Bang atasi saldo sebank masih kosong padahal ada riwayat transaksi sukses terima uang  di sebank nya,9 bulan yang lalu,youtube,positif,bang atasi saldo sebank masih kosong padahal ada riwayat transaksi sukses terima uang sebank nya
"mau cerita aja, ada temen yg tiba tiba ilang uang di Dana pas baru isi saldo, hape android. jadi Dana menurut saya kurang aman. saya udah pake seabank cukup lama dan aman. kalo mau deposito tapi ga fleksibel kalo di seabank",9 bulan yang lalu,youtube,netral,mau cerita aja ada temen yg tiba tiba ilang uang dana pas baru isi saldo hape android dana menurut kurang aman udah pake seabank cukup lama aman kalo mau deposito tapi ga fleksibel kalo seabank
Lah kok bisaa bang? Itu terjadi kapan?,7 bulan yang lalu,youtube,netral,lah kok bisaa bang terjadi kapan
​ @Romanee278 paling gak sengaja itu mencet link atau data dia di retas,7 bulan yang lalu,youtube,netral,​ paling gak sengaja mencet link data retas
Yang bener bang 18 jt di Seabank Ludes karna di bobol..😢,6 bulan yang lalu,youtube,netral,bener bang jt seabank ludes karna bobol😢
​ @ZeoWirboy Luhh tanya atau ksh info sihh,3 bulan yang lalu,youtube,netral,​ luhh tanya ksh info sihh
Human error kayaknya,4 bulan yang lalu,youtube,negatif,human error kayaknya
"Makanya jgn asal2 pencet link,, target penipu itu org2 yg tolol yg haus dptin uang instan",2 bulan yang lalu,youtube,negatif,makanya jgn asal pencet link target penipu org yg tolol yg haus dptin uang instan
Pake rekening bank apa?,8 bulan yang lalu,youtube,netral,pake rekening bank apa
​ @sharingtutorial pake seabank bang,8 bulan yang lalu,youtube,netral,​ pake seabank bang
​ @sharingtutorial pake seabank,8 bulan yang lalu,youtube,netral,​ pake seabank
Sama bang sy juga pernah hilang uang 200 ribu pas di cek ada akun google yg terhubung dgn aplikasi sy lupa namanya semacam BIGO live.,5 bulan yang lalu (diedit),youtube,negatif,sama bang sy pernah hilang uang ribu pas cek ada akun google yg terhubung dgn aplikasi sy lupa namanya semacam bigo live
​ @rif6458 klo apk terhubung itu kesalahan diri sendiri sih makanya jgn d klik langganan aplikasi ke dana. Gw pake dana gk prnh ke potong krn gw gk prnh kaitkan dgn aplikasi appn,4 bulan yang lalu,youtube,netral,​ klo apk terhubung kesalahan diri sendiri sih makanya jgn d klik langganan aplikasi dana gw pake dana gk prnh potong krn gw gk prnh kaitkan dgn aplikasi appn
Asal mencet2 link lu,2 bulan yang lalu,youtube,netral,asal mencet link lu
Seharusnya bisa tapi alangkah baiknya jika kita tanya dulu sebelum bayar untuk memastikan.,8 bulan yang lalu,youtube,netral,seharusnya bisa tapi alangkah baiknya jika kita tanya dulu sebelum bayar memastikan
"Bis abang, customer saya bayar lewat qris, pake seabnk",5 bulan yang lalu,youtube,netral,bis abang customer bayar lewat qris pake seabnk
Sma knpa yh,9 bulan yang lalu,youtube,netral,sma knpa yh
Udah berapa lama gak masuk ke SeaBank?,9 bulan yang lalu,youtube,netral,udah berapa lama gak masuk seabank
Kejadian tanggal 24 langsung chat cs kata ny bisa aktif kembali tnggl 26 pas saya cek jam 1mlm tanggal 26 saldo sudah normal,9 bulan yang lalu,youtube,netral,kejadian tanggal langsung chat cs kata ny bisa aktif kembali tnggl pas cek jam mlm tanggal saldo sudah normal
​@smiledotcom6974bang kenapa yah qta tlfn cs seabank perlu pulsa banyak.,7 bulan yang lalu,youtube,netral,​ kenapa yah qta tlfn cs seabank perlu pulsa banyak
"Sepengalaman saya,jika ada seseorang ingin transfer uang lalu salah nomor dan kebetulan orang itu pakai nmr kita,tapi dia blm kirim cuma baru mau kirim,misal kirim 50k kemudian dia baru memasukan nmr kita blm memasukan katasandi atau blm sah transfer, lalu orang itu mengecek ternyata salah nmr tujuan,dan tidak jadi transfer, tapi karena nmr kita sudah di masukan untuk nomor tujuan mereka, akhirnya notifikasi transaksi muncul,tapi saldo tidak kita terima,itulah pengalaman saya semoga membantu ya😁",9 bulan yang lalu,youtube,netral,sepengalaman sayajika ada seseorang ingin transfer uang lalu salah nomor kebetulan orang pakai nmr kitatapi blm kirim cuma baru mau kirimmisal kirim k kemudian baru memasukan nmr kita blm memasukan katasandi blm sah transfer lalu orang mengecek ternyata salah nmr tujuandan tidak transfer tapi nmr kita sudah masukan nomor tujuan mereka akhirnya notifikasi transaksi muncultapi saldo tidak kita terimaitulah pengalaman semoga membantu ya😁
Alhamdulillah udah bisa nunggu 3 hari saldo kembali 😊,9 bulan yang lalu,youtube,netral,alhamdulillah udah bisa nunggu hari saldo kembali 😊
"Alhamdulillah kalau gitu, kalau boleh tau transferan dari bank apa ya ?",9 bulan yang lalu,youtube,netral,alhamdulillah kalau gitu kalau boleh tau transferan bank apa ya
"Pake keamanan deteksi wajah, klo ilang berati ya itu buat bayar langganan otomatis, matikan langganan otomatisnya",6 bulan yang lalu,youtube,netral,pake keamanan deteksi wajah klo ilang berati ya buat bayar langganan otomatis matikan langganan otomatisnya
"Pengalaman saya, anak saya main apk Roblox eh gak tau dia beli apa di Roblox, pas lihat saldo dana gak ada uang 40rbu, pas di cek transaksi nya ada tulisan Roblox google crome, 20rbu 2x.
Gmna coba cara kesedot nya, anak saya kan gak tau pin nya tapi kepotong sendiri di saldo",5 bulan yang lalu,youtube,netral,pengalaman anak main apk roblox eh gak tau beli apa roblox pas lihat saldo dana gak ada uang rbu pas cek transaksi nya ada tulisan roblox google crome rbu x gmna coba cara kesedot nya anak kan gak tau pin nya tapi kepotong sendiri saldo
Makasih sharingnya kawan 😊,9 bulan yang lalu,youtube,netral,makasih sharingnya kawan 😊
Bisa d tarik semua ga saldo di sea bank,8 bulan yang lalu,youtube,netral,bisa d tarik semua ga saldo sea bank
​ @DevankaArfabian bisa bang sampe habis,8 bulan yang lalu,youtube,netral,​ bisa bang sampe habis
​ @DevankaArfabian  TF pun 100x gratis selama sebulan,8 bulan yang lalu,youtube,netral,​ tf pun x gratis selama sebulan
 @DevankaArfabian bisa. rata rata bank digital ga perlu saldo mengendap,8 bulan yang lalu,youtube,netral,bisa rata rata bank digital ga perlu saldo mengendap
"Ini yg uplod ngebelain seabank banget.. 😂
Lucuu",7 bulan yang lalu,youtube,netral,yg uplod ngebelain seabank banget 😂 lucuu
Maksudnya ga fleksibel itu gimana ya? DANA lebih mudah dipakai daripada seabank gitu kah?,7 bulan yang lalu,youtube,positif,maksudnya ga fleksibel gimana ya dana lebih mudah dipakai daripada seabank gitu kah
"⁠ @skafu9229 pengalaman saya di seabank, tidak bisa cairkan deposito sampai tanggal jatuh tempo. jadi kalau perlu dana darurat tidak bisa dipakai uangnya sampai akhir waktu deposito",7 bulan yang lalu,youtube,netral,⁠ pengalaman seabank tidak bisa cairkan deposito sampai tanggal jatuh tempo kalau perlu dana darurat tidak bisa dipakai uangnya sampai akhir waktu deposito
Itu teman kau ada langganan di apk sama bayar otomatis dananya kocak bukan dananya yang disalahin wkwk,9 bulan yang lalu,youtube,netral,teman kau ada langganan apk sama bayar otomatis dananya kocak bukan dananya disalahin wkwk
​​ @tantejangan6435 pembayaran otomatis bukan nya harus tetap memasukkan pin ?,8 bulan yang lalu (diedit),youtube,netral,​​ pembayaran otomatis bukan nya harus tetap memasukkan pin
" @tantejangan6435 katanya sih ga ada langganan apapun. dan itu ilang nya ga lama abis top up, mungkin 5 menit",9 bulan yang lalu,youtube,positif,katanya sih ga ada langganan apapun ilang nya ga lama abis top up mungkin menit
Ovo enak y ada kunci akun tpi mahal..kirim mahal nrima jga k potong..klo dana murah tf k mna2 tpi udh ada yg k jadian ilang saldo y,3 bulan yang lalu,youtube,netral,ovo enak y ada kunci akun tpi mahalkirim mahal nrima jga k potongklo dana murah tf k mna tpi udh ada yg k jadian ilang saldo y
"Jangan pakai Gopay.Saldoku belum balik,sudah 6 hari.Kantor fisik juga gak ada.",5 bulan yang lalu,youtube,netral,jangan pakai gopaysaldoku belum baliksudah harikantor fisik gak ada
Gopay dong,5 bulan yang lalu,youtube,netral,gopay dong
"SAYA DULU PILIH Gopay, TAPI SEKARANG SAYA PILIH DANA, KENAPA SAYA PILIH DANA,, KARENA DANA TANPA ADA GANGGUAN, DARI PADA GOPAY KADANG TOUP GK MASUK APA LAGI DI SAAT KITA LAGI TRANSAKSI SERING GOPAY  ITU GANGGUAN.. JADI RAGU UNTUK MENGGUNAKAN GOPAY JANGKA PANJANG,, KALAU DANA SELAMA SAYA PAKAI AMAN AMAN SAJA,, JADI GK RAGUKAN LAGI🙏🙏",7 bulan yang lalu,youtube,positif,dulu pilih gopay tapi sekarang pilih dana kenapa pilih dana dana tanpa ada gangguan pada gopay kadang toup gk masuk apa lagi saat kita lagi transaksi sering gopay gangguan ragu menggunakan gopay jangka panjang kalau dana selama pakai aman aman saja gk ragukan lagi🙏🙏
Paleng enak itu pake gopay bisa transfer ke bank.gratis.100X per bulan,7 bulan yang lalu,youtube,netral,paleng enak pake gopay bisa transfer bankgratisx per bulan
"Ak klO nyimpen duit lumyan msih setia pke ( Seabnk ) coz krjasama dgn Shopy, klO kndala kdang dipending / internet lgi eror / gngguan itumah wjar sii mnurutku, 

Tpi slma ni blom prnh dngr brita duit brkurng / hilng sndri, ak juga pke dana, tpi buat kprluan shri² sja, isiny juga dkit,",7 bulan yang lalu,youtube,netral,ak klo nyimpen duit lumyan msih setia pke seabnk coz krjasama dgn shopy klo kndala kdang dipending internet lgi eror gngguan itumah wjar sii mnurutku tpi slma ni blom prnh dngr brita duit brkurng hilng sndri ak pke dana tpi buat kprluan shri² sja isiny dkit
Aku pakai Dana,10 bulan yang lalu,youtube,netral,pakai dana
Gopay nomor 1,10 bulan yang lalu (diedit),youtube,netral,gopay nomor
"Saya pakai isaku, kerjasama dengan indomaret",1 tahun yang lalu,youtube,netral,pakai isaku kerjasama indomaret
"Gopay tabungan mantab pulsa murah, tranper gratis di semua bank,  paket data murah,",1 tahun yang lalu,youtube,netral,gopay tabungan mantab pulsa murah tranper gratis semua bank paket data murah
Kalo dana tampung uang nya sampai berapa,1 tahun yang lalu,youtube,netral,kalo dana tampung uang nya sampai berapa
sy pake e wallet cm numpang kirim uang aja.klo lg hujan.,1 tahun yang lalu,youtube,netral,sy pake e wallet cm numpang kirim uang ajaklo lg hujan
"apaan saya pake dana tiba tiba uang ke tf sendiri ke tokopedia pas dicek tokonya sudah tutup, padahal gk pernah mesen atau daftar ditokopedia sama isi kotapun langsung habis kaya di bajak gitu",1 tahun yang lalu,youtube,netral,apaan pake dana tiba tiba uang tf sendiri tokopedia pas dicek tokonya sudah tutup padahal gk pernah mesen daftar ditokopedia sama isi kotapun langsung habis kaya bajak gitu
"Ini yg koment ada yg enak pakai dana,link aja,gopay,ovo,jd yg mana satu ni 😂",2 tahun yang lalu,youtube,netral,yg koment ada yg enak pakai danalink ajagopayovojd yg mana satu ni 😂
"Limit dana saya 40jt, apakah bisa di refresh kembali bosku?",2 tahun yang lalu,youtube,netral,limit dana jt apakah bisa refresh kembali bosku
Saya pilih gopay aja bukan daripada Dana Terlalu lama daftar No ok ✅ kita disuruh Reset eh ternyata beneran gak ada perubahan kak Tingkatkan Gopay semoga dia berikan Motivasi lebih Terbaik untuk menunjukkan Gopay hadirkan sebagai Juara pertama,3 tahun yang lalu,youtube,netral,pilih gopay aja bukan daripada dana terlalu lama daftar no ok ✅ kita disuruh reset eh ternyata beneran gak ada perubahan kak tingkatkan gopay semoga berikan motivasi lebih terbaik menunjukkan gopay hadirkan sebagai juara pertama
Ovo terbaik,3 tahun yang lalu,youtube,netral,ovo terbaik
Gw mah pilih dana.😁.,4 tahun yang lalu,youtube,netral,gw mah pilih dana😁
kalok buat nabung aman mana kak,4 tahun yang lalu,youtube,positif,kalok buat nabung aman mana kak
Gopay kok blokir saldo gk jelass,4 tahun yang lalu,youtube,netral,gopay kok blokir saldo gk jelass
Ko bisa ka,3 bulan yang lalu,youtube,netral,ko bisa ka
"😂😂😂pikiran lu yg dibajak,  bukan dananya, putuskan smua hubungan dg smua apl kocak",1 tahun yang lalu,youtube,netral,😂😂😂pikiran lu yg dibajak bukan dananya putuskan smua hubungan dg smua apl kocak
​ @dedisupardi3407  😂,1 tahun yang lalu,youtube,netral,​ 😂
Gak suka gopay susah upgrade ke gopay plus padahal foto udah bener,4 tahun yang lalu,youtube,netral,gak suka gopay susah upgrade gopay plus padahal foto udah bener
gua pilih grab sih 😕,4 tahun yang lalu,youtube,netral,gua pilih grab sih 😕
ovo selalu dihati 😄,4 tahun yang lalu,youtube,netral,ovo selalu dihati 😄
Itu isi maksimalnya berapa ya? Apa kayak ATM bisa diisi sampe 100jt?,4 tahun yang lalu,youtube,netral,isi maksimalnya berapa ya apa kayak atm bisa diisi sampe jt
Aq sih kedana karna ga pakai biaya admin,5 tahun yang lalu,youtube,netral,aq sih kedana karna ga pakai biaya admin
Gw pake tiga² nya,5 tahun yang lalu,youtube,netral,gw pake tiga² nya
Gopay buat apa apa bisa,5 tahun yang lalu,youtube,netral,gopay buat apa apa bisa
"gua pake ketiga itu ga buat cashback, harusnya dibahas alasain lain kayak statistik e-wallet mana yang lebih sering dipake merchant dan ketersediaannya di lapangan",5 tahun yang lalu,youtube,netral,gua pake ketiga ga buat cashback harusnya dibahas alasain lain kayak statistik ewallet mana lebih sering dipake merchant ketersediaannya lapangan
ovo karena dana perampok uang nasabah,5 tahun yang lalu,youtube,netral,ovo dana perampok uang nasabah
"Gw 4 + jenius, sejauh ini UX milih dana cuma 1 alasan, top up pulsa ratenya 1:1 wkwkwk. Sedangkan jenius kerennya ada VCC bisa buat buka trial netflix, spotify, etc. 😂",5 tahun yang lalu (diedit),youtube,positif,gw jenius sejauh ux milih dana cuma alasan top up pulsa ratenya wkwkwk sedangkan jenius kerennya ada vcc bisa buat buka trial netflix spotify etc 😂
Dana bisnis gw eror mulu anjim😀,5 tahun yang lalu,youtube,netral,dana bisnis gw eror mulu anjim😀
Yg mana yg bisa isi saldo ke alfa atau indomaret di wakilkan temen dan ga harus nunjukin aplikasinya.buat buka usaha biar bayar di indomaret dan alfa yg ga punya rek bank.,5 tahun yang lalu,youtube,netral,yg mana yg bisa isi saldo alfa indomaret wakilkan temen ga harus nunjukin aplikasinyabuat buka usaha biar bayar indomaret alfa yg ga punya rek bank
ovo lah,5 tahun yang lalu,youtube,netral,ovo lah
Dana apa gopay  gue mau download buat top up,5 tahun yang lalu,youtube,positif,dana apa gopay gue mau download buat top up
bitcoin🔥,5 tahun yang lalu,youtube,netral,bitcoin🔥
"Klo blnja pesan mkn siih GOPAY
klo transfer bnyk beda bank ya DANA. Krn gk biaya admin 😅

Klo ovo Sama sprt goopay cuman saat ini bsa ditransfer ke ATM juga",5 tahun yang lalu,youtube,netral,klo blnja pesan mkn siih gopay klo transfer bnyk beda bank ya dana krn gk biaya admin 😅 klo ovo sama sprt goopay cuman saat bsa ditransfer atm
"Awalnya semua bagus tergantung dari perkembangan aplikasi, klw dari pengalaman saya Awalnya pake Ovo tapi makin kesini malah ribet, dan berkenalan dengan gopay bagus sih tapi dari interface aplikasi agak dikit ribet di pake, Dan sekarang terjebak dengan Dana yang lebih praktis.. tapi ttap pake ke 3 E wallet tersebut sesuai kebutuhan misalkan transportasi, dan pembayaran lainnya memiliki  kelebihannya masih2.. 1Dana.2gopay.3.ovo",5 tahun yang lalu,youtube,positif,awalnya semua bagus tergantung perkembangan aplikasi klw pengalaman awalnya pake ovo tapi makin kesini malah ribet berkenalan gopay bagus sih tapi interface aplikasi agak dikit ribet pake sekarang terjebak dana lebih praktis tapi ttap pake e wallet tersebut sesuai kebutuhan misalkan transportasi pembayaran lainnya memiliki kelebihannya masih danagopayovo
shopeepay,5 tahun yang lalu,youtube,netral,shopeepay
Menurut ku lebih bagus DANA semua udh gue bandingkan dompet yg lain...,5 tahun yang lalu,youtube,positif,menurut ku lebih bagus dana semua udh gue bandingkan dompet yg lain
Nah sama,2 tahun yang lalu,youtube,netral,nah sama
Ga nyambung 🗿,4 tahun yang lalu,youtube,netral,ga nyambung 🗿
Maksimal 10 jt,4 tahun yang lalu,youtube,netral,maksimal jt
Bagusan mana ama LinkAja?,5 tahun yang lalu,youtube,netral,bagusan mana ama linkaja
 @angeldotulong6258  linkaja. Produk gagal,5 tahun yang lalu,youtube,negatif,linkaja produk gagal
Saran saya jngan pake dana lagi viral bnyak yg hilang uang di dana trmasuk saya korban nya,1 tahun yang lalu,youtube,negatif,saran jngan pake dana lagi viral bnyak yg hilang uang dana trmasuk korban nya
"​ @ValdiNatal serius bang, lenyap dong duitnya",8 bulan yang lalu,youtube,netral,​ serius bang lenyap dong duitnya
Link aja mana suAranya,5 tahun yang lalu,youtube,netral,link aja mana suaranya
"bener klo udah nyaman gw susah move on, tp klo ada cashback gw instal truss klo udah habis uninstal deh, jahat bangat kan , pengguna gopay all in soalnya",5 tahun yang lalu,youtube,positif,bener klo udah nyaman gw susah move on tp klo ada cashback gw instal truss klo udah habis uninstal deh jahat bangat kan pengguna gopay all in soalnya
Saya lebih sering pake gopay.. bahkan ovo saya ngisinya pake gopay 😁😄😄😄,5 tahun yang lalu,youtube,netral,lebih sering pake gopay bahkan ovo ngisinya pake gopay 😁😄😄😄
"Paling enak Shopee, udah ada Shopee pay",5 tahun yang lalu,youtube,netral,paling enak shopee udah ada shopee pay
Lha gw punya 4 bang dompet digital udh prenium semua,5 tahun yang lalu,youtube,netral,lha gw punya bang dompet digital udh prenium semua
"Saya mah pake celana kolor,  kadang ada duitnya,  kadang juga gak ada",5 tahun yang lalu,youtube,netral,mah pake celana kolor kadang ada duitnya kadang gak ada
Ovo duit hilang mending dana,5 tahun yang lalu,youtube,negatif,ovo duit hilang mending dana
Gopay..gopay gopay...ngga ribet...karna jadi satu aplikasi sama gojek....dan pertama di Indonesia...anti Lippo group...,5 tahun yang lalu,youtube,netral,gopaygopay gopayngga ribetkarna satu aplikasi sama gojekdan pertama indonesiaanti lippo group
Saya pilih gopay aja.karna gopay jadi satu aplikasi sama gojek.dan kalo dpt cash back.saldo langsung masuk gopay.bisa topup via driver dll.kalo ovo cash back nya masuk ovo point' dulu..dan ingat ovo bisa topup via driver grab juga baru kemaren.ngikutin gojek.,5 tahun yang lalu,youtube,netral,pilih gopay ajakarna gopay satu aplikasi sama gojekdan kalo dpt cash backsaldo langsung masuk gopaybisa topup via driver dllkalo ovo cash back nya masuk ovo point duludan ingat ovo bisa topup via driver grab baru kemarenngikutin gojek
"Sebenarnya ingin pakai GOPAY aja, tapi sayang ga kerjasama sama Indomaret, jadi pakai DANA juga karena lebih suka belanja di Indomaret dibanding Alfamart.",5 tahun yang lalu,youtube,netral,sebenarnya ingin pakai gopay aja tapi sayang ga kerjasama sama indomaret pakai dana lebih suka belanja indomaret dibanding alfamart
"Saya lebih milih ke dana karna untuk nambahkan saldo id apple lebih mudah ke dana, untuk transaksi lainnya juga ga ribet.",5 tahun yang lalu,youtube,positif,lebih milih dana karna nambahkan saldo id apple lebih mudah dana transaksi lainnya ga ribet
Untuk nyimpan uang manakah yang lebih aman?,5 tahun yang lalu,youtube,netral,nyimpan uang manakah lebih aman
Kalau saya punya semua nya tdk pernah topup buat update jaa . Blanja online simpan uang dll cukup internet banking 😊,5 tahun yang lalu,youtube,netral,kalau punya semua nya tdk pernah topup buat update jaa blanja online simpan uang dll cukup internet banking 😊
Mana yang lebihh mudah digunainya,5 tahun yang lalu,youtube,positif,mana lebihh mudah digunainya
"Saya pke DANA sama OVO.
DANA buat transfer GRATIS biaya admin. Bayar listrik biaya admin nya murah. Sekalian buat jualan pulsa / paket data.
OVO dipake buat grab aja.",5 tahun yang lalu,youtube,netral,pke dana sama ovo dana buat transfer gratis biaya admin bayar listrik biaya admin nya murah sekalian buat jualan pulsa paket data ovo dipake buat grab aja
Dana bisa transfer ke semua rekening Bank nggak sih?,5 tahun yang lalu,youtube,netral,dana bisa transfer semua rekening bank nggak sih
"Kalau cuma untuk menyimpan uang doang kira "" apa Bang",5 tahun yang lalu,youtube,netral,kalau cuma menyimpan uang doang kira apa bang
Gopay tetap dihati karena aplikasinya gk misah gk ribet.  Kalo pake grab gua selalu tunai.  Kalo dana gua gk pake dan belom nyoba.  Wkwkw,5 tahun yang lalu,youtube,netral,gopay tetap dihati aplikasinya gk misah gk ribet kalo pake grab gua selalu tunai kalo dana gua gk pake belom nyoba wkwkw
"Gopay doang bisa buat smua pulsa, belanja makan dll",6 tahun yang lalu,youtube,netral,gopay doang bisa buat smua pulsa belanja makan dll
"Mau minta saran dong ka,... 
Saya lagi bingung, buat apk yg bisa orng transfer ke saya dan sya bisa mencairi uang tsb? Apk apa yah kira2?...tolong jawabannya yah",6 tahun yang lalu,youtube,netral,mau minta saran dong ka lagi bingung buat apk yg bisa orng transfer sya bisa mencairi uang tsb apk apa yah kiratolong jawabannya yah
Knp hilang ka,4 tahun yang lalu,youtube,negatif,knp hilang ka
"Sama bro..ane juga fun berat Indomaret.
Sampe kenal kasirnya yg imut..
Kalo Alfamart kurang sreg aja",5 tahun yang lalu,youtube,netral,sama broane fun berat indomaret sampe kenal kasirnya yg imut kalo alfamart kurang sreg aja
Di celengan ayam lebih aman,5 tahun yang lalu,youtube,positif,celengan ayam lebih aman
Satu lagi DANA buat belanja di lazada sama bukalapak,5 tahun yang lalu,youtube,netral,satu lagi dana buat belanja lazada sama bukalapak
Aman ga sih buat nabung si dana,4 tahun yang lalu,youtube,positif,aman ga sih buat nabung si dana
 @nokenny7816  kalo saya sejauh ini aman² aja,4 tahun yang lalu,youtube,netral,kalo sejauh aman² aja
"enak dana boz,,,,, slama gua pke di 2020",5 tahun yang lalu,youtube,netral,enak dana boz slama gua pke
Celengan ayam,5 tahun yang lalu,youtube,netral,celengan ayam
 @AndriyHadinata  di tanya serius bro-_-,4 tahun yang lalu,youtube,netral,tanya serius bro
Dompet hadiah toko emas,5 tahun yang lalu,youtube,netral,dompet hadiah toko emas
Dana dong... Lebih praktis dan terpecaya,6 tahun yang lalu (diedit),youtube,positif,dana dong lebih praktis terpecaya
"Gua masih seneng LINK AJA
Masa kga ada yg pilih LINK AJA ?",6 tahun yang lalu,youtube,netral,gua masih seneng link aja masa kga ada yg pilih link aja
"wah kemana aja gue baru nemu video ini.

gue termasuk user fitur dan servis oriented, promo cashback bukan utama.

tapi bukan berarti ga pernah ambil cashback ya.

1. mulai dari tmpt simpen duit dulu. gue masih mempercayakannya pada bank.

2. kemudahan pembayaran. karena gue termasuk yang males topup dulu kalo mau bayar, yang bisa direct debit jadi pilihan.

karena akan repot kalo ngitung dulu total pembayaran.

so far, baru DANA yang support.
kenapa ga topup lebih aja? balik ke poin 1.

kecuali bila merchant offlinenya ga support pembayaran DANA dan tidak ada EDC. baru gue topup ke dompet elektronik lain.

3. Untuk belanja di merchant offline, gue masih prefer Gopay bila opsi DANA tidak tersedia.

karena ada opsi shortcut ke fitur pembayaran. Opsi berikutnya baru OVO.

4. Bagi gue, dompet elektronik yang terhubung langsung ke toko online ga gitu ngaruh

Karena untuk belanja di sana, gue mengutamakan fitur transfer.

5. Khusus pesan antar makanan, OVO jadi opsi utama. Pastinya ga lepas dari aplikasi terkaitnya. Di sinilah gue gunakan promo.

6. Soal transportasi, taksi misalnya. DANA bisa dihubungkan ke aplikasi MyBluebird.

Kesimpulan:
Sebagai alat pembayaran di merchant offline, urutan opsinya:
1. DANA
2. Gopay
3. OVO

Untuk pesan-antar makanan, urutan opsinya:
1. OVO
2. Gopay

Untuk transportasi, urutan opsinya:
1. Gopay (Ojol dan taksi)
2. DANA (via MyBluebird)
3. OVO (Ojol dan taksi)

Sebetulnya mau nambahin soal LinkAja, tapi jadi ga sesuai dengan isi video.",6 tahun yang lalu,youtube,netral,wah kemana aja gue baru nemu video gue termasuk user fitur servis oriented promo cashback bukan utama tapi bukan berarti ga pernah ambil cashback ya mulai tmpt simpen duit dulu gue masih mempercayakannya pada bank kemudahan pembayaran gue termasuk males topup dulu kalo mau bayar bisa direct debit pilihan akan repot kalo ngitung dulu total pembayaran so far baru dana support kenapa ga topup lebih aja balik poin kecuali bila merchant offlinenya ga support pembayaran dana tidak ada edc baru gue topup dompet elektronik lain belanja merchant offline gue masih prefer gopay bila opsi dana tidak tersedia ada opsi shortcut fitur pembayaran opsi berikutnya baru ovo bagi gue dompet elektronik terhubung langsung toko online ga gitu ngaruh belanja sana gue mengutamakan fitur transfer khusus pesan antar makanan ovo opsi utama pastinya ga lepas aplikasi terkaitnya sinilah gue gunakan promo soal transportasi taksi misalnya dana bisa dihubungkan aplikasi mybluebird kesimpulan sebagai alat pembayaran merchant offline urutan opsinya dana gopay ovo pesanantar makanan urutan opsinya ovo gopay transportasi urutan opsinya gopay ojol taksi dana via mybluebird ovo ojol taksi sebetulnya mau nambahin soal linkaja tapi ga sesuai isi video
"70% Ads
30% Bahas ovo dana gopay",6 tahun yang lalu,youtube,netral,ads bahas ovo dana gopay
Paypal g di bahas :(,6 tahun yang lalu,youtube,netral,paypal g bahas
Dana,6 tahun yang lalu,youtube,netral,dana
"Saya dari awal pakai DANA ,pernah instal OVO eh mau upgrade sekarang tidak bisa ONLINE tidak seperti dulu yg katanya bisa ONLINE upgradenya ..
Auto uinstal OVOnya tetep DANA dari dulu",6 tahun yang lalu,youtube,netral,awal pakai dana pernah instal ovo eh mau upgrade sekarang tidak bisa online tidak seperti dulu yg katanya bisa online upgradenya auto uinstal ovonya tetep dana dulu
"kalo sekarang sih DANA, satu2nya dompet digital yang masih bebas biaya admin buat transfer

bisa dipake buat topup GOPAY & OVO juga, pulsa murah + bisa binding kartu debit",6 tahun yang lalu,youtube,netral,kalo sekarang sih dana satunya dompet digital masih bebas biaya admin buat transfer bisa dipake buat topup gopay ovo pulsa murah bisa binding kartu debit
